Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
  0.00      0.01     0.00     5372     0.00     0.00  __gnu_cxx::__ops::_Val_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}> __gnu_cxx::__ops::__val_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>(__gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>)
  0.00      0.01     0.00     5372     0.00     0.00  void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, __gnu_cxx::__ops::_Val_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}> >(__gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, __gnu_cxx::__ops::_Val_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>)
  0.00      0.01     0.00     5372     0.00     0.00  std::remove_reference<__gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>&>::type&& std::move<__gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>&>(__gnu_cxx::__ops::_Iter_comp_iter<main::{lambda(EdgeButterfly const&, EdgeButterfly const&)#1}>&)
  0.00      0.01     0.00     4388     0.00     0.00  std::_Vector_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_deallocate(std::pair<int, int>*, unsigned long)
  0.00      0.01     0.00     4185     0.00     0.00  __gnu_cxx::__ops::__val_comp_iter(__gnu_cxx::__ops::_Iter_less_iter)
  0.00      0.01     0.00     4185     0.00     1.50  void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Val_less_iter>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Val_less_iter)
  0.00      0.01     0.00     4044     0.00     0.00  std::remove_reference<int*&>::type&& std::move<int*&>(int*&)
  0.00      0.01     0.00     3920     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)
  0.00      0.01     0.00     3540     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator+(long) const
  0.00      0.01     0.00     3240     0.00     0.00  std::iterator_traits<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::iterator_category std::__iterator_category<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&)
  0.00      0.01     0.00     3098     0.00     0.00  __gnu_cxx::new_allocator<std::pair<int, int> >::deallocate(std::pair<int, int>*, unsigned long)
  0.00      0.01     0.00     3098     0.00     0.00  __gnu_cxx::new_allocator<std::pair<int, int> >::allocate(unsigned long, void const*)
  0.00      0.01     0.00     3098     0.00     0.00  std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_check_len(unsigned long, char const*) const
  0.00      0.01     0.00     3098     0.00     0.00  std::_Vector_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_allocate(unsigned long)
  0.00      0.01     0.00     3098     0.00     0.00  std::allocator_traits<std::allocator<std::pair<int, int> > >::deallocate(std::allocator<std::pair<int, int> >&, std::pair<int, int>*, unsigned long)
  0.00      0.01     0.00     3098     0.00     0.00  std::allocator_traits<std::allocator<std::pair<int, int> > >::allocate(std::allocator<std::pair<int, int> >&, unsigned long)
  0.00      0.01     0.00     3057     0.00     1.03  void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<int&, int&>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, int&, int&)
  0.00      0.01     0.00     2958     0.00     0.00  std::remove_reference<int&>::type&& std::move<int&>(int&)
  0.00      0.01     0.00     2847     0.00     0.00  std::setw(int)
  0.00      0.01     0.00     2602     0.00     0.00  __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const
  0.00      0.01     0.00     2540     0.00     0.00  __gnu_cxx::__normal_iterator<VVertexInfo*, std::vector<VVertexInfo, std::allocator<VVertexInfo> > >::__normal_iterator(VVertexInfo* const&)
  0.00      0.01     0.00     2225     0.00     0.00  bool __gnu_cxx::operator< <EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >(__gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > > const&, __gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > > const&)
  0.00      0.01     0.00     2225     0.00     0.00  std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<EdgeButterfly> >, std::is_move_constructible<EdgeButterfly>, std::is_move_assignable<EdgeButterfly> >::value, void>::type std::swap<EdgeButterfly>(EdgeButterfly&, EdgeButterfly&)
  0.00      0.01     0.00     2225     0.00     0.00  void std::iter_swap<__gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, __gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > > >(__gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >, __gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >)
  0.00      0.01     0.00     2124     0.00     0.00  std::move_iterator<int*>::base() const
  0.00      0.01     0.00     2124     0.00     0.00  std::move_iterator<int*>::move_iterator(int*)
  0.00      0.01     0.00     2124     0.00     0.00  decltype (__miter_base(({parm#1}.base)())) std::__miter_base<int*>(std::move_iterator<int*>)
  0.00      0.01     0.00     2124     0.00     0.00  int* std::__miter_base<int*>(int*)
  0.00      0.01     0.00     2062     0.00     0.00  int* std::__niter_wrap<int*>(int* const&, int*)
  0.00      0.01     0.00     1980     0.00     0.00  int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*)
  0.00      0.01     0.00     1960     0.00     0.00  int* std::__copy_move_a1<false, int*, int*>(int*, int*, int*)
  0.00      0.01     0.00     1960     0.00     0.00  int* std::__copy_move_a2<false, int*, int*>(int*, int*, int*)
  0.00      0.01     0.00     1920     0.00     0.00  std::move_iterator<int*> std::make_move_iterator<int*>(int*)
  0.00      0.01     0.00     1900     0.00     0.00  std::operator&(std::_Ios_Fmtflags, std::_Ios_Fmtflags)
  0.00      0.01     0.00     1887     0.00     0.00  __gnu_cxx::__normal_iterator<VVertexInfo*, std::vector<VVertexInfo, std::allocator<VVertexInfo> > >::operator+(long) const
  0.00      0.01     0.00     1869     0.00     0.00  __gnu_cxx::__normal_iterator<VVertexInfo*, std::vector<VVertexInfo, std::allocator<VVertexInfo> > >::difference_type __gnu_cxx::operator-<VVertexInfo*, std::vector<VVertexInfo, std::allocator<VVertexInfo> > >(__gnu_cxx::__normal_iterator<VVertexInfo*, std::vector<VVertexInfo, std::allocator<VVertexInfo> > > const&, __gnu_cxx::__normal_iterator<VVertexInfo*, std::vector<VVertexInfo, std::allocator<VVertexInfo> > > const&)
  0.00      0.01     0.00     1833     0.00     0.00  __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator+(long) const
  0.00      0.01     0.00     1718     0.00     0.00  __gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >::difference_type __gnu_cxx::operator-<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >(__gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > > const&, __gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > > const&)
  0.00      0.01     0.00     1712     0.00     0.00  __gnu_cxx::__normal_iterator<EdgeButterfly*, std::vector<EdgeButterfly, std::allocator<EdgeButterfly> > >::operator+(long) const
  0.00      0.01     0.00     1322     0.00     0.00  __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&)
  0.00      0.01     0.00     1290     0.00     0.00  __gnu_cxx::new_allocator<std::pair<int, int> >::new_allocator()
  0.00      0.01     0.00     1290     0.00     0.00  __gnu_cxx::new_allocator<std::pair<int, int> >::~new_allocator()
  0.00      0.01     0.00     1290     0.00     0.00  std::allocator<std::pair<int, int> >::allocator()
  0.00      0.01     0.00     1290     0.00     0.00  std::allocator<std::pair<int, int> >::~allocator()
  0.00      0.01     0.00     1290     0.00     0.00  void std::_Destroy_aux<true>::__destroy<std::pair<int, int>*>(std::pair<int, int>*, std::pair<int, int>*)
  0.00      0.01     0.00     1290     0.00     0.00  std::_Vector_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_Vector_impl::_Vector_impl()
  0.00      0.01     0.00     1290     0.00     0.00  std::_Vector_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_Vector_impl::~_Vector_impl()
  0.00      0.01     0.00     1290     0.00     0.00  std::_Vector_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_Vector_impl_data::_Vector_impl_data()
  0.00      0.01     0.00     1290     0.00     0.00  std::_Vector_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_Vector_base()
  0.00      0.01     0.00     1290     0.00     0.00  std::_Vector_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::~_Vector_base()
  0.00      0.01     0.00     1290     0.00     0.00  std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::vector()
  0.00      0.01     0.00     1290     0.00     0.00  std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::~vector()
  0.00      0.01     0.00     1290     0.00     0.00  void std::_Destroy<std::pair<int, int>*>(std::pair<int, int>*, std::pair<int, int>*)
  0.00      0.01     0.00     1290     0.00     0.00  void std::_Destroy<std::pair<int, int>*, std::pair<int, int> >(std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&)
  0.00      0.01     0.00     1281     0.00     0.00  __gnu_cxx::__ops::__iter_less_iter()
  0.00      0.01     0.00     1280     0.00     0.00  __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator<int*>(__gnu_cxx::__normal_iterator<int*, __gnu_cxx::__enable_if<std::__are_same<int*, int*>::__value, std::vector<int, std::allocator<int> > >::__type> const&)
  0.00      0.01     0.00     1280     0.00     0.00  __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&)
  0.00      0.01     0.00     1280     0.00     0.00  std::vector<int, std::allocator<int> >::cbegin() const
  0.00      0.01     0.00     1280     0.00     0.00  void std::vector<int, std::allocator<int> >::_M_range_insert<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::forward_iterator_tag)
  0.00      0.01     0.00     1280     0.00     0.00  void std::vector<int, std::allocator<int> >::_M_insert_dispatch<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::__false_type)
  0.00      0.01     0.00     1280     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::vector<int, std::allocator<int> >::insert<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, void>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)
  0.00      0.01     0.00     1280     0.00     5.33  void std::sort<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >)
  0.00      0.01     0.00     1280     0.00     5.33  void std::__sort<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter)
  0.00      0.01     0.00     1062     0.00     0.00  int* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*)
  0.00      0.01     0.00     1062     0.00     0.00  int* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*)
  0.00      0.01     0.00     1062     0.00     0.00  int* std::__copy_move_a<true, int*, int*>(int*, int*, int*)
  0.00      0.01     0.00     1062     0.00     0.00  int* std::__copy_move_a1<true, int*, int*>(int*, int*, int*)
  0.00      0.01     0.00     1062     0.00     0.00  int* std::__copy_move_a2<true, int*, int*>(int*, int*, int*)
  0.00      0.01     0.00     1062     0.00     0.00  int* std::uninitialized_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*)
  0.00      0.01     0.00     1062     0.00     0.00  int* std::__uninitialized_copy_a<std::move_iterator<int*>, int*, int>(std::move_iterator<int*>, std::move_iterator<int*>, int*, std::allocator<int>&)
  0.00      0.01     0.00     1062     0.00     0.00  int* std::copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*)
  0.00      0.01     0.00     1020     0.00     0.00  std::__lg(long)
  0.00      0.01     0.00     1000     0.00     0.00  bool __gnu_cxx::operator==<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&)
  0.00      0.01     0.00     1000     0.00     0.00  int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*)
  0.00      0.01     0.00     1000     0.00     0.00  std::iterator_traits<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::difference_type std::__distance<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::random_access_iterator_tag)
  0.00      0.01     0.00     1000     0.00     0.00  int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*)
  0.00      0.01     0.00     1000     0.00     5.30  void std::__insertion_sort<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter)
